PC7;29;E299-02;Nicht buchbar;Verfügbar;Hauptgebäude;Karlsplatz 13,;AFEG06;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=AFEG06
PC8;13;E299-02;Lokal & zentral;Verfügbar;Hauptgebäude;Karlsplatz 13,;AFEG03;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=AFEG03
Programmier-Labor;54;E360;Lokal;Verfügbar;Haupttrakt;Gußhausstraße 25-25a,;CFEG47;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=CFEG47
Projektraum 13 - Achtung! Werkraum, kein Seminarraum!;35;E299-01;Lokal;Verfügbar;Hauptgebäude;Karlsplatz 13, Hauptgebäude, Stiege 4, 1. Stock;AC0144;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=AC0144
Projektraum 14 - Achtung! Werkraum, kein Seminarraum!;25;E299-01;Lokal;Verfügbar;Hauptgebäude;Karlsplatz 13, Hauptgebäude, Stiege 4, 1. Stock;AC0138;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=AC0138
Projektraum 2 - Achtung! Werkraum, kein Seminarraum!;25;E299-01;Lokal;Verfügbar;Hauptgebäude;Karlsplatz 13, Hauptgebäude, Stiege 4, 3. Stock;AC0324;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=AC0324
Projektraum 8 - Achtung! Werkraum, kein Seminarraum!;25;E299-01;Lokal;Verfügbar;Hauptgebäude;Karlsplatz 13, Hauptgebäude, Stiege 4, 3.Stock;AC0329;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=AC0329
Projektraum Arsenal 1 - Obj. 214 - Achtung! Werkraum, kein Seminarraum!;50;E299-01;Lokal;Verfügbar;ARSENAL Objekt 214;Franz-Grill-Straße 9,;OY0135;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=OY0135
Projektraum Arsenal 2 - Obj. 214 - Achtung! Werkraum, kein Seminarraum!;40;E299-01;Lokal;Verfügbar;ARSENAL Objekt 214;Franz-Grill-Straße 9,;OY0149;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=OY0149
Projektraum DAP 1/259 - Achtung! Werkraum, kein Seminarraum!;18;E299-01;Lokal;Verfügbar;Hauptgebäude;Karlsplatz 13, Stiege 6, 2.OG;AG0216;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=AG0216
Projektraum GBL - 2/253 - Achtung! Werkraum, kein Seminarraum!;20;E299-01;Lokal;Verfügbar;Hauptgebäude;Karlsplatz 13, Stiege 7;AFDG26;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=AFDG26
Projektraum HB1 - 6/253 - Achtung! Werkraum, kein Seminarraum!;20;E299-01;Lokal;Verfügbar;Hauptgebäude;Karlsplatz 13,;AFDG10;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=AFDG10
Projektraum HB2 - 7/253 - Achtung! Werkraum, kein Seminarraum!;20;E299-01;Lokal;Verfügbar;Hauptgebäude;Karlsplatz 13, Stiege 7;AFDG06;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=AFDG06
Projektraum RG - 4/253 - Achtung! Werkraum, kein Seminarraum!;20;E299-01;Lokal;Verfügbar;Hauptgebäude;Karlsplatz 13, Stiege 7, Dachgeschoß;AFDG18;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=AFDG18
Projektraum STB - 5/260 - Achtung! Werkraum, kein Seminarraum!;20;E299-01;Lokal;Verfügbar;Hauptgebäude;Karlsplatz 13, Stiege 7;AFDG14;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=AFDG14
Projektraum WB - 3/253 - Achtung! Werkraum, kein Seminarraum!;20;E299-01;Lokal;Verfügbar;Hauptgebäude;Karlsplatz 13, Stiege 7;AFDG22;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=AFDG22
Raum Madsen;5;;Lokal;Verfügbar;Lehartrakt;Lehargasse 4,;BC01A50;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=BC01A50
Raum NEU 3 FBZE16 (ARCH);15;;Lokal & zentral;Verfügbar;Erzherzog-Johann-Pl. 1;Erzherzog-Johann-Platz 1,;FBZE16;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=FBZE16
Raumlabor;20;E253-03;Lokal;Verfügbar;Hauptgebäude;Karlsplatz 13, Hof 1, Stiege 3, EG;ACU106;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=ACU106
Sem 389;30;E389;Lokal;Verfügbar;Haupttrakt;Gußhausstraße 25-25a, 1. Stock;CG0118;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=CG0118
Sem.R. DA grün 02 A - GEO;44;;Zentral;Verfügbar;Freihausgebäude;Wiedner Hauptstraße 8-10,;DA02E08;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=DA02E08
Sem.R. DA grün 02 B - GEO;40;;Zentral;Verfügbar;Freihausgebäude;Wiedner Hauptstraße 8-10, grüner Bereich, 2. OG;DA02F16;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=DA02F16
Sem.R. DA grün 02 C - GEO;20;;Zentral;Verfügbar;Freihausgebäude;Wiedner Hauptstraße 8-10, , Turm A, grüner Bereich, 2. OG;DA02F20;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=DA02F20
Sem.R. DA grün 03 A;48;;Zentral;Verfügbar;Freihausgebäude;Wiedner Hauptstraße 8-10, Turm A, grüner Bereich, 3. OG;DA03A15;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=DA03A15
Sem.R. DA grün 03 B;32;;Zentral;Verfügbar;Freihausgebäude;Wiedner Hauptstraße 8-10, Turm A, grüner Bereich, 3. OG;DA03E10;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=DA03E10
Sem.R. DA grün 04;30;;Zentral;Verfügbar;Freihausgebäude;Wiedner Hauptstraße 8-10, Turm A, grüner Bereich, 4. OG;DA04E10;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=DA04E10
Sem.R. DA grün 05;60;;Zentral;Verfügbar;Freihausgebäude;Wiedner Hauptstraße 8-10, Turm A, grüner Bereich, 5. OG;DA05E10;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=DA05E10
Sem.R. DA grün 06A;30;;Zentral;Verfügbar;Freihausgebäude;Wiedner Hauptstraße 8-10, Turm A, grüner Bereich, 6. OG;DA06E10;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=DA06E10
Sem.R. DA grün 06B;16;E101;Lokal;Verfügbar;Freihausgebäude;Wiedner Hauptstraße 8-10, Turm A, grüner Bereich, 6. OG;DA06G10;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=DA06G10
Sem.R. DB gelb 03;30;;Zentral;Verfügbar;Freihausgebäude;Wiedner Hauptstraße 8-10, Turm B, gelber Bereich, 3. OG;DB03E11;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=DB03E11
Sem.R. DB gelb 04;30;;Zentral;Verfügbar;Freihausgebäude;Wiedner Hauptstraße 8-10, Turm B, gelber Bereich, 4.OG;DB04E11;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=DB04E11
Sem.R. DB gelb 05 A;30;;Zentral;Verfügbar;Freihausgebäude;Wiedner Hauptstraße 8-10, Turm B, gelber Bereich, 5. OG;DB05E11;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=DB05E11
Sem.R. DB gelb 05 B;24;E134;Lokal;Verfügbar;Freihausgebäude;Wiedner Hauptstraße 8-10, Turm B, gelber Bereich, 5. OG;DB05L03;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=DB05L03
Sem.R. DB gelb 07;30;;Zentral;Verfügbar;Freihausgebäude;Wiedner Hauptstraße 8-10, Turm B, gelber Bereich, 7. OG;DB07E11;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=DB07E11
Sem.R. DB gelb 09;29;;Zentral;Verfügbar;Freihausgebäude;Wiedner Hauptstraße 8-10, Turm B, gelber Bereich, 9. OG;DB09E23;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=DB09E23
Sem.R. DB gelb 10;29;;Zentral;Verfügbar;Freihausgebäude;Wiedner Hauptstraße 8-10, Turm B, gelber Bereich, 10. OG;DB10E11;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=DB10E11
Sem.R. DC rot 07;30;;Zentral;Verfügbar;Freihausgebäude;Wiedner Hauptstraße 8-10, Turm C, roter Bereich, 7. OG;DC07A15;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=DC07A15
Seminarraum 1;54;E249-01;Lokal;Verfügbar;Arsenal, Obj. 236;Lilienthalgasse 14,;OC01I27;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=OC01I27
Seminarraum 107/1;25;E105;Lokal;Verfügbar;Goldenes Lamm;Wiedner Hauptstraße 7,;AP0107;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=AP0107
Seminarraum 126;28;E120;Lokal;Verfügbar;Erzherzog-Johann-Pl. 1;Erzherzog-Johann-Platz 1,;FB0113;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=FB0113
Seminarraum 127;34;;Zentral;Verfügbar;Gußhausstr. 27-29 - Neu El;Gußhausstraße 25-29, Stiege 1;CD0324;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=CD0324
Seminarraum 2;66;E249-01;Lokal;Verfügbar;Arsenal, Obj. 236;Lilienthalgasse 14,;OC01H23;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=OC01H23
Seminarraum 3;34;E249-01;Lokal;Verfügbar;Arsenal, Obj. 236;Lilienthalgasse 14,;OC01E23;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=OC01E23
Seminarraum 362 - 1;36;;Zentral;Verfügbar;ZMNS;Gußhausstraße 25-25a,;CH0236;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=CH0236
Seminarraum 363;36;E363;Lokal;Verfügbar;Gußhausstr. 27-29 - Neu El;Gußhausstraße 25-29, Stiege 1;CA0138;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=CA0138
Seminarraum 366;36;E366;Lokal;Verfügbar;Gußhausstr. 27-29 - Neu El;Gußhausstraße 25-29, Stiege 3;CC0321;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=CC0321
Seminarraum 384;36;;Zentral;Verfügbar;Gußhausstr. 27-29 - Neu El;Gußhausstraße 25-29,;CD0204;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=CD0204
Seminarraum 387;30;E387;Lokal;Verfügbar;Gußhausstr. 27-29 - Neu El;Gußhausstraße 25-29, Stiege 2, Erdgeschoß;CBEG02;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=CBEG02
Seminarraum 8;20;;Zentral;Verfügbar;Hauptgebäude;Karlsplatz 13, Hof 2, Stiege 7, ebenerdig;AHEG05;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=AHEG05
Seminarraum AA 02 – 1;35;;Zentral;Verfügbar;Hauptgebäude;Karlsplatz 13, Hauptgebäude, Stiege1, 2. Stock;AA0241;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=AA0241
Seminarraum AA 03 - 1 - CEE;50;;Zentral;Verfügbar;Hauptgebäude;Karlsplatz 13,;AA0352;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=AA0352
Seminarraum AC0440;50;E264;Lokal;Verfügbar;Hauptgebäude;Karlsplatz 13, 4. OG;AC0440;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=AC0440
Seminarraum AD 03 - 1;46;E222;Lokal;Verfügbar;Hauptgebäude;Karlsplatz 13, Stiege 5;AD0309;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=AD0309
Seminarraum AE U1 - 1;24;;Zentral;Verfügbar;Hauptgebäude;Karlsplatz 13,;AEU103;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=AEU103
Seminarraum AE U1 - 2;26;;Zentral;Verfügbar;Hauptgebäude;Karlsplatz 13,;AEU107;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=AEU107
Seminarraum AE U1 - 3;24;;Zentral;Verfügbar;Hauptgebäude;Karlsplatz 13,;AEU115;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=AEU115
Seminarraum AE U1 - 4;40;;Zentral;Verfügbar;Hauptgebäude;Karlsplatz 13,;AEU119;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=AEU119
Seminarraum AE U1 - 5;40;;Zentral;Verfügbar;Hauptgebäude;Karlsplatz 13,;AEU125;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=AEU125
Seminarraum AE U1 - 6;24;;Zentral;Verfügbar;Hauptgebäude;Karlsplatz 13,;AEU131;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=AEU131
Seminarraum AE U1 - 7;52;;Zentral;Verfügbar;Hauptgebäude;Karlsplatz 13,;AEU140;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=AEU140
Seminarraum AEEG-1;25;E234;Lokal;Verfügbar;Hauptgebäude;Karlsplatz 13, Stiege 2;AEEG25;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=AEEG25
Seminarraum AF 02 - 1 CEE;24;;Zentral;Verfügbar;Hauptgebäude;Karlsplatz 13,;AF0222;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=AF0222
Seminarraum AF 02 - 2 CEE;24;;Zentral;Verfügbar;Hauptgebäude;Karlsplatz 13,;AF0228;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=AF0228
Seminarraum AF 03-1;24;E260-02;Lokal;Verfügbar;Hauptgebäude;Karlsplatz 13,;AF0312;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=AF0312
Seminarraum AI;25;E141;Lokal;Verfügbar;Atominstitut;Stadionallee 2,;ZDEG10;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=ZDEG10
Seminarraum Argentinierstrasse;50;;Zentral;Verfügbar;Institutsgebäude;Argentinierstraße 8, Argentinierstrasse 8 od. Paniglgasse, EG;EAEG06;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=EAEG06
Seminarraum BA 02A;36;;Zentral;Verfügbar;Plus Energie Büro Hochhaus;Getreidemarkt 9, Bauteil BA Hochhaus, 2.OG;BA02G02;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=BA02G02
Seminarraum BA 02B;70;;Zentral;Verfügbar;Plus Energie Büro Hochhaus;Getreidemarkt 9, Bauteil BA Hochhaus, 2.OG;BA02A17;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=BA02A17
Seminarraum BA 02C;22;;Zentral;Verfügbar;Plus Energie Büro Hochhaus;Getreidemarkt 9, Bauteil BA Hochhaus, 2.OG;BA02G08;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=BA02G08
Seminarraum BA 03/ Prüfungszimmer Dekanat;10;;Nicht buchbar;Nicht mehr Verfügbar;Plus Energie Büro Hochhaus;Getreidemarkt 9,;BA03D13;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=BA03D13
Seminarraum BA 05 - MB;40;;Zentral;Verfügbar;Plus Energie Büro Hochhaus;Getreidemarkt 9, Bauteil BA Hochhaus, 5.OG;BA05G02;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=BA05G02
Seminarraum BA 08A - MB;40;;Zentral;Verfügbar;Plus Energie Büro Hochhaus;Getreidemarkt 9, Bauteil BA Hochhaus, 8.OG;BA08G02;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=BA08G02
Seminarraum BA 08B - MB;30;;Zentral;Verfügbar;Plus Energie Büro Hochhaus;Getreidemarkt 9, Bauteil BA Hochhaus, 8.OG;BA08G08;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=BA08G08
Seminarraum BA 10B - MB;30;;Zentral;Verfügbar;Plus Energie Büro Hochhaus;Getreidemarkt 9, Bauteil BA Hochhaus, 10.OG;BA10G08;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=BA10G08
Seminarraum BD 02C;18;;Zentral;Verfügbar;Hoftrakt;Lehargasse 6, Bauteil BD Hoftrakt,2.OG;BD02G28;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=BD02G28
Seminarraum BD 03;24;;Zentral;Verfügbar;Hoftrakt;Lehargasse 6, Bauteil BD Hoftrakt, 3.OG;BD03G28;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=BD03G28
Seminarraum BE 01;25;E317;Nicht buchbar;Verfügbar;Lückenbau;Gumpendorfer Straße 7, Bauteil BE Lückenbau, 1.OG;BE0108;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=BE0108
Seminarraum BH 03 Biotechnologie;10;E166;Lokal;Verfügbar;Institutsgebäude;Gumpendorfer Straße 1a, Bauteil BH Gumpendorferstr., EG;BH03F06;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=BH03F06
Seminarraum BH Biosciences;25;E166;Lokal;Verfügbar;Institutsgebäude;Gumpendorfer Straße 1a, Bauteil BH Gumpendorferstr., EG;BHEGD16;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=BHEGD16
Seminarraum CA0322 (Ersatz Proj.-Raum 15);36;;Lokal & zentral;Verfügbar;Gußhausstr. 27-29 - Neu El;Gußhausstraße 25-29,;CA0322;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=CA0322
Seminarraum CF 01 53;20;;Zentral;Verfügbar;Haupttrakt;Gußhausstraße 25-25a,;CF0153;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=CF0153
Seminarraum CHEG - ETIT;30;;Zentral;Verfügbar;ZMNS;Gußhausstraße 25-25a,;CHEG34;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=CHEG34
Seminarraum DE0110;30;E191;Lokal;Verfügbar;Institutsgebäude;Treitlstraße 3,;DE0110;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=DE0110
Seminarraum EB EG-1 - RPL;12;;Zentral;Verfügbar;Institutsgebäude;Karlsgasse 11,;EBEG03;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=EBEG03
Seminarraum EBEG-2 - RPL;32;;Zentral;Verfügbar;Institutsgebäude;Karlsgasse 11,;EBEG09;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=EBEG09
Seminarraum EBEG-3 - RPL;30;;Zentral;Verfügbar;Institutsgebäude;Karlsgasse 11,;EBEG20;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=EBEG20
Seminarraum EBU1-1 - RPL;16;;Zentral;Verfügbar;Institutsgebäude;Karlsgasse 11,;EBU103;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=EBU103
Seminarraum EBU1-2 - RPL;30;;Zentral;Verfügbar;Institutsgebäude;Karlsgasse 11,;EBU109;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=EBU109
Seminarraum EBU1-3 - RPL;18;;Zentral;Verfügbar;Institutsgebäude;Karlsgasse 11,;EBU120;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=EBU120
Seminarraum FAV 01 A (Seminarraum 183/2);22;;Zentral;Verfügbar;Institutsgebäude;Favoritenstraße 9-11, 1. Obergeschoß;HE0102;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=HE0102
Seminarraum FAV 01 B (Seminarraum 187/2);26;;Zentral;Verfügbar;Institutsgebäude;Favoritenstraße 9-11, 1. Obergeschoß;HF0109;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=HF0109
Seminarraum FAV 01 C (Seminarraum 188/2);26;;Zentral;Verfügbar;Institutsgebäude;Favoritenstraße 9-11, 1. Obergeschoß;HE0108;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=HE0108
Seminarraum FAV 05 (Seminarraum 186);36;E193;Lokal & zentral;Verfügbar;Institutsgebäude;Favoritenstraße 9-11, 5. Obergeschoß;HA0503;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=HA0503
Seminarraum FAV EG B (Seminarraum von Neumann);25;E192;Lokal & zentral;Verfügbar;Institutsgebäude;Favoritenstraße 9-11, Erdgeschoß;HBEG16;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=HBEG16
Seminarraum FAV EG C (Seminarraum Gödel);30;E192;Lokal & zentral;Verfügbar;Institutsgebäude;Favoritenstraße 9-11, Erdgeschoß;HBEG10;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=HBEG10
Seminarraum Lehar 01;20;E165;Lokal & zentral;Verfügbar;Lehartrakt;Lehargasse 4, Bauteil BC Lehartrakt, 1.OG;BC01A46;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=BC01A46
Seminarraum Lehar 02;20;E165;Lokal & zentral;Verfügbar;Lehartrakt;Lehargasse 4, Bauteil BC Lehartrakt, 2.OG;BC02A46;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=BC02A46
Seminarraum Lehar 03;20;E163;Lokal & zentral;Verfügbar;Lehartrakt;Lehargasse 4, Bauteil BC Lehartrakt, 3.OG;BC03A46;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=BC03A46
Seminarraum Lehar EG;18;E164;Lokal;Verfügbar;Lehartrakt;Lehargasse 4, Bauteil BC Lehartrakt, EG;BCEGA36;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=BCEGA36
Seminarraum O221-1;25;;Zentral;Verfügbar;Objekt 221;Franz-Grill-Straße 2-4,;OAEGC11;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=OAEGC11
Seminarraum O221-2;25;;Zentral;Verfügbar;Objekt 221;Franz-Grill-Straße 2-4,;OAEGC45;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=OAEGC45
Seminarraum OD 01 - 1;23;E249-01;Lokal;Verfügbar;Arsenal OD;Lilienthalgasse 21,;OD0122;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=OD0122
Seminarraum Techn. Informatik;30;E193;Lokal;Verfügbar;Institutsgebäude;Treitlstraße 3, ZUGANG ÜBER OPERNGASSE 9, Erdgeschoß;DEEG39;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=DEEG39
Seminarraum ZE 01 - 1;30;;Zentral;Verfügbar;Stadionallee 2 Neubau;Stadionallee 2,;ZE0105;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=ZE0105
Seminarraum ZE 03 - 1;10;;Zentral;Verfügbar;Stadionallee 2 Neubau;Stadionallee 2,;ZE0305;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=ZE0305
Sitzungszimmer BI 03A03;12;E166;Nicht buchbar;Nicht mehr Verfügbar;Loschmitdt Trakt;Getreidemarkt 9, Bauteil BI Loschmidttrakt,3.OG;BI03A03;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=BI03A03
Software LAB;3;;Lokal;Verfügbar;Loschmitdt Trakt;Getreidemarkt 9,;BI05G04;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=BI05G04
TILab Raum 1;9;E199;Nicht buchbar;Verfügbar;Institutsgebäude;Treitlstraße 3,;DEZE24;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=DEZE24
TILab Raum 2;9;E199;Nicht buchbar;Verfügbar;Institutsgebäude;Treitlstraße 3,;DEZE32;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=DEZE32
TILab Raum 3;9;E199;Nicht buchbar;Verfügbar;Institutsgebäude;Treitlstraße 3,;DEZE40;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=DEZE40
TILab Raum 4;11;E199;Nicht buchbar;Verfügbar;Institutsgebäude;Treitlstraße 3,;DEZE64;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=DEZE64
TILab Raum 5;3;E199;Nicht buchbar;Verfügbar;Institutsgebäude;Treitlstraße 3,;DEZE72;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=DEZE72
TU.it Internet-Raum FH1;23;E020;Lokal;Verfügbar;Freihausgebäude;Wiedner Hauptstraße 8-10,;DCEGD19;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=DCEGD19
TU.it Internet-Raum GM1;17;E020-02-3;Lokal;Verfügbar;Plus Energie Büro Hochhaus;Getreidemarkt 9, BA UG;BAU162;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=BAU162
TU.it Schulungsraum;12;E020;Lokal;Verfügbar;Freihausgebäude;Wiedner Hauptstraße 8-10,;DCEGJ15;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=DCEGJ15
TVFA Halle - Achtung! Ausstellungsraum/Werkraum;300;E299-01;Lokal;Verfügbar;Erzherzog-Johann-Pl. 1;Erzherzog-Johann-Platz 1,;FCEG14H;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=FCEG14H
Theresianumgasse HS 2;21;E330;Lokal;Verfügbar;Außenstandort;Theresianumgasse 27,;QA0107;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=QA0107
Verfahrenstechnik Technikum;12;E150;Nicht buchbar;Verfügbar;Eckbau;Getreidemarkt 9,;BBU1L17;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=BBU1L17
Vortragsraum Konstruktionslehre;8;E307;Lokal;Verfügbar;Hoftrakt;Lehargasse 6, 4. Obergeschoss;BD04B33;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=BD04B33
Werkstatt;7;;Lokal & zentral;Verfügbar;Institutsgebäude;Favoritenstraße 9-11,;HIEG08;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=HIEG08
Werkstoffelabor;12;;Nicht buchbar;Verfügbar;Gußhausstr. 27-29 - Neu El;Gußhausstraße 25-29,;CD0104;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=CD0104
Zeichensaal 1;40;E100;Lokal;Verfügbar;Freihausgebäude;Wiedner Hauptstraße 8-10,;DA08E10;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=DA08E10
Zeichensaal 3;80;E100;Lokal;Verfügbar;Freihausgebäude;Wiedner Hauptstraße 8-10,;DA07A05;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=DA07A05
Zeichensaal CF0335;20;;Nicht buchbar;Verfügbar;Haupttrakt;Gußhausstraße 25-25a,;CF0335;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=CF0335
Zentralgarderobe BIU1;218;E150;Nicht buchbar;Verfügbar;Loschmitdt Trakt;Getreidemarkt 9,;BIU1G18;https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=BIU1G18
